ward_code,Ward,Borough,Party,Designation,Life_Exp ,Child_Obesity,Incapacity_Benefit,Unemployment_rate,Crime_rate,Deliberate_Fires,GCSE_point,Unauthorised_Absence,dependent_children,Public_Transport,open_space ,Subjective_wellbeing,Rate_of_Ambulance,Median_income
E09000001,City of London,City of London,Conservative,Outer,86.40,28.80,0.80,2.20,14.00,0.30,360.00,0.70,10.00,7.86,-6.50,7.70,140.00,63620.00
E05000026,Abbey,Barking and Dagenham,Labour,Outer,82.00,23.20,1.60,8.90,120.80,1.20,334.00,1.36,25.00,5.99,-0.90,7.80,157.30,33920.00
E05000027,Alibon,Barking and Dagenham,Labour,Outer,79.00,25.60,3.20,10.20,93.20,0.70,323.00,1.49,32.00,3.15,-1.80,7.60,139.80,32470.00
E05000028,Becontree,Barking and Dagenham,Labour,Outer,79.20,28.40,2.30,9.90,104.70,0.40,319.00,1.47,32.00,2.87,-5.50,7.60,130.10,33000.00
E05000029,Chadwell Heath,Barking and Dagenham,Labour,Outer,80.80,28.80,2.60,8.60,83.70,1.90,330.00,1.60,28.00,2.26,2.00,7.60,139.10,33920.00
E05000030,Eastbrook,Barking and Dagenham,Labour,Outer,79.20,24.10,1.90,8.30,61.60,1.10,350.00,1.21,24.00,2.31,5.70,7.60,147.80,37400.00
E05000031,Eastbury,Barking and Dagenham,Labour,Outer,82.00,24.30,2.40,10.20,88.30,1.40,340.00,1.45,28.00,2.73,-8.20,7.80,113.00,32870.00
E05000032,Gascoigne,Barking and Dagenham,Labour,Outer,78.20,26.10,2.80,12.20,109.60,0.70,340.00,1.32,27.00,3.23,-10.00,7.80,136.10,29480.00
E05000033,Goresbrook,Barking and Dagenham,Labour,Outer,80.30,25.80,2.60,9.50,97.80,1.10,345.00,1.16,31.00,2.46,4.80,7.80,136.60,33250.00
E05000034,Heath,Barking and Dagenham,Labour,Outer,78.50,25.40,3.10,11.90,77.10,1.00,338.00,1.12,33.00,2.65,0.40,7.60,188.00,31340.00
E05000035,Longbridge,Barking and Dagenham,Labour,Outer,82.20,22.60,1.40,5.30,73.20,0.70,354.00,0.85,15.00,3.06,-2.20,7.80,118.40,40570.00
E05000036,Mayesbrook,Barking and Dagenham,Labour,Outer,80.00,24.90,3.10,9.30,94.70,1.30,339.00,1.33,28.00,2.50,2.40,7.60,136.30,31530.00
E05000037,Parsloes,Barking and Dagenham,Labour,Outer,79.90,23.30,3.20,9.50,80.70,1.20,340.00,1.18,29.00,2.70,-1.70,7.60,144.30,31860.00
E05000038,River,Barking and Dagenham,Labour,Outer,76.50,31.20,2.40,8.50,62.90,0.70,324.00,1.26,26.00,3.01,2.90,7.60,137.90,33490.00
E05000039,Thames,Barking and Dagenham,Labour,Outer,80.10,24.90,1.70,8.70,74.50,1.70,316.00,1.23,19.00,2.13,-6.30,7.80,140.10,32580.00
E05000040,Valence,Barking and Dagenham,Labour,Outer,78.80,21.50,3.10,9.30,83.80,0.90,335.00,1.58,30.00,3.22,-2.40,7.60,133.70,33200.00
E05000041,Village,Barking and Dagenham,Labour,Outer,78.50,27.80,2.60,11.90,105.70,1.00,316.00,1.45,29.00,2.69,7.90,7.60,155.10,31960.00
E05000042,Whalebone,Barking and Dagenham,Labour,Outer,83.40,24.60,1.60,6.80,90.00,0.60,346.00,1.13,20.00,2.90,-15.20,7.60,128.70,37180.00
E05000043,Brunswick Park,Barnet,Labour,Outer,83.50,15.30,1.60,3.80,57.30,0.30,368.00,0.83,11.00,2.89,0.80,7.40,97.50,39800.00
E05000044,Burnt Oak,Barnet,Labour,Outer,78.80,24.40,2.10,6.80,74.40,0.60,345.00,1.18,22.00,3.59,-7.40,7.30,152.00,29400.00
E05000045,Childs Hill,Barnet,Labour,Outer,81.10,20.10,1.20,6.20,96.50,0.10,365.00,1.12,16.00,4.54,-1.00,7.40,116.00,38960.00
E05000046,Colindale,Barnet,Labour,Outer,83.90,25.10,1.30,4.60,56.40,0.20,337.00,1.34,19.00,2.50,-6.40,7.30,130.90,30170.00
E05000047,Coppetts,Barnet,Labour,Outer,80.60,19.10,1.70,4.70,104.10,0.50,362.00,0.91,17.00,2.90,-2.00,7.40,108.30,38090.00
E05000048,East Barnet,Barnet,Labour,Outer,83.20,21.00,1.50,4.10,58.10,0.20,356.00,0.56,15.00,2.77,4.30,7.40,93.30,39870.00
E05000049,East Finchley,Barnet,Labour,Outer,83.60,16.30,1.70,4.00,55.20,0.20,366.00,0.80,15.00,2.63,-3.40,7.40,102.90,41160.00
E05000050,Edgware,Barnet,Labour,Outer,85.60,20.10,1.30,4.20,69.20,0.90,370.00,1.00,12.00,3.01,-3.80,7.30,116.40,38410.00
E05000051,Finchley Church End,Barnet,Conservative,Outer,86.40,13.20,1.10,3.20,48.40,0.20,387.00,0.77,7.00,2.90,-13.30,7.40,85.70,45030.00
E05000052,Garden Suburb,Barnet,Conservative,Outer,87.10,13.40,0.60,1.90,57.40,0.10,387.00,0.73,5.00,2.72,1.40,7.40,86.60,53090.00
E05000053,Golders Green,Barnet,Labour,Outer,81.60,16.50,1.30,4.60,70.40,0.30,359.00,0.99,9.00,3.40,-8.90,7.40,107.10,40800.00
E05000054,Hale,Barnet,Labour,Outer,83.70,22.10,1.50,4.00,63.50,0.20,353.00,0.93,13.00,2.58,-5.10,7.30,95.70,38590.00
E05000055,Hendon,Barnet,Labour,Outer,82.20,18.50,1.30,4.70,72.50,0.30,365.00,0.99,9.00,2.68,-7.30,7.40,105.70,38530.00
E05000056,High Barnet,Barnet,Labour,Outer,83.10,14.50,1.60,2.70,65.50,0.30,384.00,0.55,7.00,2.67,3.80,7.40,126.80,43940.00
E05000057,Mill Hill,Barnet,Labour,Outer,85.20,19.10,1.20,3.80,68.70,0.40,358.00,1.16,11.00,2.28,3.70,7.30,102.90,41920.00
E05000058,Oakleigh,Barnet,Conservative,Outer,82.70,14.80,1.40,3.50,60.10,0.40,376.00,0.77,12.00,3.26,-7.80,7.40,98.90,41670.00
E05000059,Totteridge,Barnet,Conservative,Outer,84.50,16.30,1.00,2.50,42.30,0.10,381.00,0.67,8.00,2.55,8.00,7.40,108.10,46150.00
E05000060,Underhill,Barnet,Labour,Outer,81.00,17.80,2.40,5.20,60.50,1.00,360.00,1.11,20.00,2.61,4.50,7.40,156.50,37040.00
E05000061,West Finchley,Barnet,Labour,Outer,83.00,16.20,1.30,3.30,62.20,0.30,388.00,0.74,8.00,3.64,-16.10,7.40,106.90,42050.00
E05000062,West Hendon,Barnet,Labour,Outer,83.40,18.00,1.60,5.20,98.20,0.50,378.00,0.92,14.00,3.55,-0.20,7.40,119.50,35090.00
E05000063,Woodhouse,Barnet,Labour,Outer,83.10,19.90,1.90,4.60,78.50,0.30,377.00,0.79,13.00,2.88,-11.50,7.40,145.90,38220.00
E05000064,Barnehurst,Bexley,Conservative,Outer,82.60,23.30,1.10,3.40,54.30,0.40,353.00,0.79,13.00,3.14,-1.70,7.80,126.80,38200.00
E05000065,Belvedere,Bexley,Labour,Outer,82.60,26.90,1.90,6.10,74.70,1.20,337.00,1.02,25.00,2.75,4.50,7.80,122.40,33510.00
E05000066,Blackfen and Lamorbey,Bexley,Conservative,Outer,85.40,19.50,0.90,2.00,41.30,0.10,365.00,0.79,9.00,2.05,-5.00,7.80,84.40,40780.00
E05000067,Blendon and Penhill,Bexley,Conservative,Outer,84.40,17.60,0.80,2.40,47.70,0.10,365.00,0.70,7.00,2.07,1.10,7.80,80.30,40340.00
E05000068,Brampton,Bexley,Conservative,Outer,85.10,20.10,1.40,2.30,44.90,0.40,376.00,0.50,8.00,2.67,-8.50,7.80,96.50,40790.00
E05000069,Christchurch,Bexley,Conservative,Outer,81.60,15.20,1.40,3.20,80.70,0.60,372.00,0.84,13.00,3.42,-2.90,7.80,162.30,40190.00
E05000070,Colyers,Bexley,Conservative,Outer,81.60,26.30,1.80,6.30,55.80,0.50,325.00,1.00,20.00,2.05,-12.00,7.80,111.80,34450.00
E05000071,Crayford,Bexley,Conservative,Outer,81.90,20.10,1.70,4.80,52.20,0.70,342.00,1.23,21.00,2.05,-2.90,7.80,118.00,34900.00
E05000072,Cray Meadows,Bexley,Conservative,Outer,81.90,25.60,2.20,4.10,46.30,0.40,349.00,1.00,23.00,2.32,10.60,7.80,132.70,35530.00
E05000073,Danson Park,Bexley,Conservative,Outer,82.20,21.70,1.10,3.10,66.50,0.20,366.00,0.96,13.00,2.94,5.90,7.80,125.60,38580.00
E05000074,East Wickham,Bexley,Conservative,Outer,83.10,23.40,1.50,4.20,60.00,0.10,360.00,0.93,17.00,2.45,-2.40,7.80,118.10,36260.00
E05000075,Erith,Bexley,Labour,Outer,81.90,27.20,1.80,6.40,74.50,1.50,344.00,1.18,23.00,2.55,6.90,7.80,140.10,33160.00
E05000076,Falconwood and Welling,Bexley,Conservative,Outer,83.20,22.70,0.60,3.00,65.40,0.00,379.00,0.82,9.00,2.38,-9.40,7.80,73.70,39000.00
E05000077,Lesnes Abbey,Bexley,Conservative,Outer,82.90,22.80,1.70,5.30,77.90,0.70,356.00,0.84,18.00,2.78,4.80,7.80,102.00,35630.00
E05000078,Longlands,Bexley,Conservative,Outer,81.80,18.00,1.30,2.80,40.40,0.30,361.00,0.75,9.00,2.65,2.80,7.80,254.70,40880.00
E05000079,North End,Bexley,Labour,Outer,78.70,24.80,2.00,8.60,82.70,2.50,336.00,1.40,30.00,2.59,14.80,7.80,134.40,29930.00
E05000080,Northumberland Heath,Bexley,Conservative,Outer,82.80,23.30,1.50,3.50,61.70,0.50,344.00,0.90,17.00,2.14,-5.90,7.80,91.60,37130.00
E05000081,St Mary's,Bexley,Conservative,Outer,84.90,14.40,1.00,2.00,43.40,0.20,360.00,0.51,6.00,2.63,6.10,7.80,113.60,44010.00
E05000082,St Michael's,Bexley,Conservative,Outer,82.80,23.10,1.00,3.50,41.50,0.30,362.00,0.72,11.00,2.17,-8.60,7.80,71.40,38510.00
E05000083,Sidcup,Bexley,Conservative,Outer,81.60,18.60,0.90,2.00,43.20,0.10,374.00,0.67,9.00,3.22,3.80,7.80,140.70,41220.00
E05000084,Thamesmead East,Bexley,Labour,Outer,79.90,26.20,1.50,9.50,64.30,1.50,340.00,0.95,23.00,2.57,9.90,7.80,93.90,32100.00
E05000085,Alperton,Brent,Labour,Outer,82.50,18.20,1.50,4.60,69.70,0.30,337.00,1.18,14.00,2.97,-7.90,7.40,96.40,31250.00
E05000086,Barnhill,Brent,Labour,Outer,79.40,26.80,2.20,6.80,77.70,0.10,352.00,1.05,22.00,3.01,6.80,7.40,124.50,34630.00
E05000087,Brondesbury Park,Brent,Labour,Outer,84.00,21.20,1.80,5.40,92.70,0.50,344.00,1.05,15.00,3.77,-14.70,7.60,120.50,40020.00
E05000088,Dollis Hill,Brent,Labour,Outer,85.50,22.30,2.10,8.10,63.30,0.10,337.00,1.21,24.00,2.86,0.10,7.60,115.90,30990.00
E05000089,Dudden Hill,Brent,Labour,Outer,84.60,24.30,1.70,9.10,100.90,0.60,335.00,1.00,24.00,3.44,-4.00,7.40,118.00,33470.00
E05000090,Fryent,Brent,Labour,Outer,82.40,17.80,1.40,5.30,67.70,0.10,354.00,0.80,13.00,2.85,8.90,7.40,116.50,35590.00
E05000091,Harlesden,Brent,Labour,Outer,80.50,28.00,2.50,23.50,119.80,0.20,324.00,1.43,28.00,3.84,-14.10,7.40,128.10,27030.00
E05000092,Kensal Green,Brent,Labour,Outer,84.30,25.90,1.80,13.00,115.20,0.40,337.00,1.14,23.00,4.11,-3.70,7.40,120.40,34640.00
E05000093,Kenton,Brent,Labour,Outer,87.30,19.50,1.40,2.60,65.50,0.20,369.00,0.83,7.00,2.74,-2.20,7.40,100.40,42190.00
E05000094,Kilburn,Brent,Labour,Outer,83.10,28.00,2.60,13.00,104.20,0.10,326.00,1.03,26.00,5.50,-13.40,7.60,131.00,34270.00
E05000095,Mapesbury,Brent,Labour,Outer,81.50,21.00,1.60,7.40,99.30,0.30,342.00,1.24,20.00,4.47,-10.20,7.60,116.20,36830.00
E05000096,Northwick Park,Brent,Labour,Outer,82.70,21.00,1.30,3.10,54.10,0.20,364.00,0.74,10.00,2.69,-1.10,7.40,121.80,41100.00
E05000097,Preston,Brent,Labour,Outer,82.70,23.30,1.60,4.90,65.70,0.40,347.00,1.08,17.00,3.41,0.30,7.40,106.80,35960.00
E05000098,Queens Park,Brent,Labour,Outer,83.80,19.90,1.50,6.70,90.60,0.30,349.00,0.86,14.00,5.04,-5.10,7.60,102.00,42880.00
E05000099,Queensbury,Brent,Labour,Outer,82.20,20.70,1.20,4.30,78.60,0.30,364.00,0.77,14.00,3.00,-0.80,7.40,100.70,35110.00
E05000100,Stonebridge,Brent,Labour,Outer,79.30,26.30,2.50,13.70,76.80,0.60,326.00,1.46,33.00,3.19,-12.10,7.40,207.80,25800.00
E05000101,Sudbury,Brent,Labour,Outer,81.40,25.50,1.80,5.90,62.90,0.30,357.00,0.97,14.00,3.30,4.40,7.40,102.50,33530.00
E05000102,Tokyngton,Brent,Labour,Outer,81.00,25.40,1.30,4.90,75.00,0.50,338.00,1.13,13.00,3.46,-6.30,7.40,126.40,33130.00
E05000103,Welsh Harp,Brent,Labour,Outer,82.90,27.20,1.90,7.50,79.60,0.40,336.00,1.25,21.00,2.75,8.60,7.40,116.60,31620.00
E05000104,Wembley Central,Brent,Labour,Outer,83.40,21.10,1.60,6.20,114.40,0.10,359.00,0.96,16.00,4.93,-6.60,7.40,143.60,31040.00
E05000105,Willesden Green,Brent,Labour,Outer,80.40,24.70,2.10,8.70,114.80,0.40,327.00,1.25,23.00,4.63,-0.20,7.60,134.40,31390.00
E05000106,Bickley,Bromley,Conservative,Outer,81.60,11.70,0.90,2.10,45.70,0.30,392.00,0.60,5.00,2.38,-8.40,7.80,128.80,47190.00
E05000107,Biggin Hill,Bromley,Conservative,Outer,84.60,16.00,0.90,2.70,67.70,0.70,351.00,0.96,10.00,1.81,-1.40,8.20,71.80,40930.00
E05000108,Bromley Common and Keston,Bromley,Conservative,Outer,83.30,16.60,1.50,3.80,58.10,0.20,363.00,0.81,14.00,2.32,11.90,8.20,121.90,40510.00
E05000109,Bromley Town,Bromley,Conservative,Outer,81.50,13.00,1.10,3.40,80.70,0.40,387.00,0.64,10.00,3.81,-1.20,7.80,157.80,43460.00
E05000110,Chelsfield and Pratts Bottom,Bromley,Conservative,Outer,85.40,15.10,0.90,2.10,43.80,0.30,372.00,0.76,6.00,2.06,10.10,7.60,86.00,44850.00
E05000111,Chislehurst,Bromley,Conservative,Outer,82.10,14.00,0.80,2.80,72.20,0.30,377.00,0.70,8.00,2.13,6.80,7.80,110.70,46250.00
E05000112,Clock House,Bromley,Conservative,Outer,82.70,18.00,1.20,3.80,69.90,0.20,354.00,0.71,10.00,3.95,-2.90,7.60,99.60,41650.00
E05000113,Copers Cope,Bromley,Conservative,Outer,82.00,12.80,0.80,3.00,84.30,0.10,365.00,0.93,14.00,3.27,-5.00,7.60,107.60,43170.00
E05000114,Cray Valley East,Bromley,Conservative,Outer,81.40,23.40,1.80,5.90,90.00,2.40,343.00,1.66,27.00,2.13,11.50,7.60,129.10,32230.00
E05000115,Cray Valley West,Bromley,Conservative,Outer,81.50,19.60,2.30,6.90,73.10,0.90,341.00,1.35,27.00,2.29,-0.80,7.60,115.20,31740.00
E05000116,Crystal Palace,Bromley,Labour,Outer,79.40,25.80,2.50,7.90,121.00,0.50,344.00,1.36,25.00,4.56,11.60,7.60,131.30,34060.00
E05000117,Darwin,Bromley,Conservative,Outer,82.70,16.40,1.00,1.60,49.70,1.30,353.00,1.17,7.00,1.32,7.20,8.20,118.70,42810.00
E05000118,Farnborough and Crofton,Bromley,Conservative,Outer,85.50,13.70,0.90,2.30,41.60,0.40,363.00,0.74,7.00,2.50,3.70,7.60,139.60,44590.00
E05000119,Hayes and Coney Hall,Bromley,Conservative,Outer,84.20,12.00,0.60,2.40,45.50,0.80,368.00,0.72,5.00,2.35,13.80,8.20,82.50,45660.00
E05000120,Kelsey and Eden Park,Bromley,Conservative,Outer,85.30,16.80,1.10,2.90,76.40,0.40,369.00,0.40,7.00,2.71,4.60,7.60,121.50,44700.00
E05000121,Mottingham and Chislehurst North,Bromley,Conservative,Outer,80.50,22.80,2.30,7.10,124.80,1.40,343.00,1.71,26.00,2.51,5.50,7.80,116.20,32330.00
E05000122,Orpington,Bromley,Conservative,Outer,84.10,19.20,1.50,4.80,83.00,1.10,362.00,0.99,17.00,2.85,-5.50,7.60,135.40,38090.00
E05000123,Penge and Cator,Bromley,Labour,Outer,82.40,21.80,2.20,7.40,100.30,1.00,342.00,1.13,21.00,4.16,4.10,7.60,124.80,36090.00
E05000124,Petts Wood and Knoll,Bromley,Conservative,Outer,85.90,11.10,0.70,2.00,47.00,0.10,390.00,0.67,4.00,2.81,-0.40,7.60,79.60,48530.00
E05000125,Plaistow and Sundridge,Bromley,Conservative,Outer,79.90,15.50,1.90,4.60,67.70,0.30,367.00,0.98,15.00,2.94,0.30,7.80,112.90,39460.00
E05000126,Shortlands,Bromley,Conservative,Outer,87.10,12.50,0.80,1.60,49.30,0.00,389.00,0.30,4.00,2.72,-6.30,7.60,91.20,48020.00
E05000127,West Wickham,Bromley,Conservative,Outer,84.50,12.80,0.60,2.20,37.30,0.10,377.00,0.30,3.00,2.16,-1.90,8.20,91.90,46210.00
E05000128,Belsize,Camden,Conservative,Inner,86.30,20.50,1.40,3.20,71.00,0.60,345.00,0.94,16.00,4.17,-5.20,7.70,85.90,52680.00
E05000129,Bloomsbury,Camden,Labour,Inner,84.00,22.20,1.30,4.20,60.60,0.40,311.00,0.95,10.00,7.98,0.90,7.50,275.80,40340.00
E05000130,Camden Town with Primrose Hill,Camden,Labour,Inner,84.60,16.20,2.60,5.40,199.50,0.50,326.00,0.80,25.00,5.45,2.10,7.70,209.10,45840.00
E05000131,Cantelowes,Camden,Labour,Inner,81.80,19.90,2.90,6.30,113.40,0.70,348.00,0.91,27.00,4.86,-2.00,7.70,120.10,39060.00
E05000132,Fortune Green,Camden,Labour,Inner,85.30,20.40,2.00,4.90,84.40,0.10,347.00,1.06,20.00,4.75,1.20,7.60,98.20,46800.00
E05000133,Frognal and Fitzjohns,Camden,Conservative,Inner,86.50,13.00,0.70,1.70,62.80,0.00,338.00,0.82,5.00,4.85,-7.00,7.60,77.10,60310.00
E05000134,Gospel Oak,Camden,Labour,Inner,83.30,23.50,3.40,6.30,71.90,0.00,330.00,1.00,27.00,4.10,-1.90,7.70,98.30,39990.00
E05000135,Hampstead Town,Camden,Conservative,Inner,87.40,10.30,1.30,1.60,56.20,0.40,363.00,1.13,5.00,4.02,8.90,7.60,121.80,62840.00
E05000136,Haverstock,Camden,Labour,Inner,81.70,29.00,2.80,7.60,96.60,0.20,333.00,1.06,36.00,4.75,-7.40,7.70,142.00,35730.00
E05000137,Highgate,Camden,Labour,Inner,85.10,15.00,2.50,4.90,74.10,0.20,299.00,0.96,19.00,3.93,15.80,7.60,104.80,47840.00
E05000138,Holborn and Covent Garden,Camden,Labour,Inner,84.40,19.30,2.70,6.10,45.90,0.40,330.00,1.09,28.00,7.91,-9.40,7.50,262.80,40180.00
E05000139,Kentish Town,Camden,Labour,Inner,78.60,23.60,2.50,5.70,76.60,0.40,344.00,0.83,27.00,5.65,-0.90,7.70,121.60,41230.00
E05000140,Kilburn,Camden,Labour,Inner,78.50,24.90,3.30,7.80,126.70,0.40,336.00,0.79,37.00,5.54,-5.40,7.60,157.70,34730.00
E05000141,King's Cross,Camden,Labour,Inner,83.80,23.80,2.20,7.50,67.10,0.20,329.00,0.97,23.00,7.78,-2.20,7.50,139.20,32890.00
E05000142,Regent's Park,Camden,Labour,Inner,80.70,27.60,2.40,6.40,51.20,0.60,343.00,0.85,29.00,6.81,6.70,7.50,201.60,34260.00
E05000143,St Pancras and Somers Town,Camden,Labour,Inner,79.60,23.30,3.00,9.80,58.50,0.30,325.00,0.91,40.00,7.07,1.30,7.50,272.90,30500.00
E05000144,Swiss Cottage,Camden,Conservative,Inner,84.60,22.20,1.60,3.00,84.30,0.50,357.00,0.91,15.00,6.17,-0.60,7.60,92.80,50340.00
E05000145,West Hampstead,Camden,Labour,Inner,83.40,19.10,2.30,4.40,99.40,0.60,358.00,1.04,25.00,6.04,0.80,7.60,100.20,46290.00
E05000146,Addiscombe,Croydon,Labour,Outer,80.50,19.10,1.70,5.00,83.60,0.20,348.00,1.39,18.00,4.62,-20.30,7.60,131.10,38070.00
E05000147,Ashburton,Croydon,Conservative,Outer,82.60,25.60,1.50,5.40,70.60,0.70,344.00,1.07,18.00,2.88,5.10,7.30,96.20,38600.00
E05000148,Bensham Manor,Croydon,Labour,Outer,83.00,23.10,1.70,8.40,95.20,0.30,342.00,1.33,21.00,3.27,-10.30,7.50,116.30,33530.00
E05000149,Broad Green,Croydon,Labour,Outer,80.20,27.40,1.90,8.40,135.00,1.40,323.00,1.55,22.00,4.70,-11.20,7.60,149.60,31000.00
E05000150,Coulsdon East,Croydon,Conservative,Outer,84.90,14.80,1.20,3.80,44.80,0.40,356.00,0.94,11.00,1.87,10.70,7.90,101.30,42660.00
E05000151,Coulsdon West,Croydon,Conservative,Outer,81.70,18.10,1.30,2.70,60.90,0.10,379.00,0.69,7.00,2.52,-5.10,7.90,98.50,46610.00
E05000152,Croham,Croydon,Conservative,Outer,81.40,19.90,1.60,4.50,80.60,0.30,345.00,1.23,13.00,3.31,-2.20,7.60,105.00,42260.00
E05000153,Fairfield,Croydon,Conservative,Outer,80.80,23.20,1.30,4.10,116.90,0.60,353.00,1.55,15.00,5.67,-10.50,7.60,260.30,39130.00
E05000154,Fieldway,Croydon,Labour,Outer,80.10,26.70,2.10,10.20,81.80,2.50,323.00,1.92,34.00,2.92,-10.80,7.60,138.80,26720.00
E05000155,Heathfield,Croydon,Conservative,Outer,83.90,14.60,1.10,4.00,92.20,0.40,342.00,1.32,16.00,2.26,8.50,7.60,104.30,39770.00
E05000156,Kenley,Croydon,Conservative,Outer,81.70,15.40,1.10,3.90,51.00,0.20,348.00,1.08,10.00,1.91,0.60,7.90,93.60,44160.00
E05000157,New Addington,Croydon,Labour,Outer,78.80,26.90,2.50,7.90,79.70,1.20,315.00,2.12,29.00,2.69,5.50,7.60,167.90,28770.00
E05000158,Norbury,Croydon,Labour,Outer,81.60,26.40,1.20,6.40,87.30,0.20,344.00,1.14,15.00,3.09,-0.60,7.50,123.20,36810.00
E05000159,Purley,Croydon,Conservative,Outer,83.30,18.30,1.60,4.30,77.50,0.30,381.00,0.92,11.00,2.86,-8.50,7.90,136.40,44600.00
E05000160,Sanderstead,Croydon,Conservative,Outer,84.90,15.90,1.10,2.80,37.80,0.20,361.00,0.80,6.00,1.67,3.20,7.90,86.70,47030.00
E05000161,Selhurst,Croydon,Labour,Outer,77.10,24.70,2.20,9.70,101.00,0.30,329.00,1.63,24.00,4.25,-12.40,7.50,172.90,31220.00
E05000162,Selsdon and Ballards,Croydon,Conservative,Outer,86.40,18.10,0.80,2.80,42.80,0.10,359.00,0.69,8.00,1.98,7.40,7.60,105.30,45320.00
E05000163,Shirley,Croydon,Conservative,Outer,84.30,18.80,1.20,4.70,58.60,0.30,345.00,0.96,17.00,1.97,-8.00,7.60,92.60,39500.00
E05000164,South Norwood,Croydon,Labour,Outer,80.60,23.40,2.00,9.40,101.10,1.10,350.00,1.29,23.00,3.87,-3.20,7.30,131.90,34430.00
E05000165,Thornton Heath,Croydon,Labour,Outer,80.40,26.00,2.00,11.10,94.30,0.30,341.00,1.41,22.00,3.27,-11.50,7.50,125.70,33720.00
E05000166,Upper Norwood,Croydon,Labour,Outer,80.40,24.80,1.80,7.90,86.50,0.30,335.00,1.28,18.00,2.95,0.70,7.30,104.90,37430.00
E05000167,Waddon,Croydon,Labour,Outer,78.10,20.60,2.00,6.40,77.50,0.90,349.00,1.47,23.00,3.63,6.30,7.60,138.30,34630.00
E05000168,West Thornton,Croydon,Labour,Outer,81.00,27.80,1.90,7.70,104.20,0.80,343.00,1.38,19.00,3.13,-5.00,7.50,165.00,32400.00
E05000169,Woodside,Croydon,Labour,Outer,81.80,23.40,1.70,8.20,99.90,0.50,340.00,1.29,25.00,3.70,0.20,7.30,115.00,33890.00
E05000170,Acton Central,Ealing,Labour,Outer,82.60,19.00,1.60,6.80,118.90,0.10,343.00,1.00,21.00,3.14,5.60,7.70,109.30,36500.00
E05000171,Cleveland,Ealing,Conservative,Outer,83.00,18.80,1.90,5.70,62.70,0.20,353.00,0.82,19.00,3.03,4.20,8.00,95.10,41730.00
E05000172,Dormers Wells,Ealing,Labour,Outer,80.60,24.40,2.30,8.80,71.00,0.20,333.00,0.73,21.00,3.34,8.30,8.10,126.20,29350.00
E05000173,Ealing Broadway,Ealing,Conservative,Outer,81.50,14.80,1.30,3.40,108.90,0.10,372.00,0.82,9.00,5.04,-7.70,8.00,135.70,45540.00
E05000174,Ealing Common,Ealing,Conservative,Outer,80.80,19.70,1.50,4.60,93.70,0.20,341.00,1.06,15.00,3.58,6.00,8.00,99.40,43600.00
E05000175,East Acton,Ealing,Labour,Outer,82.30,23.70,1.30,7.60,70.50,0.30,330.00,1.27,27.00,3.98,2.60,7.70,115.20,32930.00
E05000176,Elthorne,Ealing,Labour,Outer,81.10,22.00,2.00,5.60,88.40,0.10,339.00,0.97,18.00,3.82,1.70,8.00,116.00,38970.00
E05000177,Greenford Broadway,Ealing,Labour,Outer,80.10,23.80,2.10,7.30,99.30,0.40,336.00,0.99,23.00,3.39,2.90,7.70,134.70,30500.00
E05000178,Greenford Green,Ealing,Labour,Outer,82.80,22.90,1.30,4.50,72.60,0.10,370.00,0.71,13.00,2.62,4.50,7.70,112.60,35420.00
E05000179,Hanger Hill,Ealing,Conservative,Outer,85.00,17.30,0.90,3.10,66.10,0.10,370.00,0.99,10.00,3.67,-5.80,7.70,87.80,44760.00
E05000180,Hobbayne,Ealing,Labour,Outer,81.60,20.90,2.10,5.50,66.50,0.40,355.00,0.89,20.00,3.11,6.10,8.00,105.60,36220.00
E05000181,Lady Margaret,Ealing,Labour,Outer,80.90,21.20,1.70,6.40,64.40,0.60,358.00,0.81,17.00,3.03,5.60,8.10,113.00,32520.00
E05000182,Northfield,Ealing,Conservative,Outer,83.90,13.50,0.80,2.40,58.20,0.30,385.00,0.32,6.00,3.37,4.40,8.00,96.00,48480.00
E05000183,North Greenford,Ealing,Labour,Outer,84.30,24.00,1.20,3.80,71.10,0.60,359.00,0.94,11.00,2.59,10.40,7.70,80.80,36480.00
E05000184,Northolt Mandeville,Ealing,Labour,Outer,82.80,23.80,1.90,7.30,73.80,0.80,340.00,1.04,23.00,3.19,11.40,7.70,109.50,31950.00
E05000185,Northolt West End,Ealing,Labour,Outer,80.40,20.00,2.60,9.10,97.70,0.50,346.00,1.06,26.00,2.54,8.30,7.70,111.00,28550.00
E05000186,Norwood Green,Ealing,Labour,Outer,79.60,22.50,3.40,10.10,70.70,0.80,337.00,1.14,26.00,2.33,12.50,8.10,169.70,29020.00
E05000187,Perivale,Ealing,Labour,Outer,83.80,23.80,1.60,4.80,80.50,0.10,357.00,0.85,14.00,2.31,5.40,7.70,90.40,36040.00
E05000188,South Acton,Ealing,Labour,Outer,79.20,27.30,1.60,7.20,89.20,0.10,344.00,0.96,25.00,4.58,3.40,7.70,162.40,34300.00
E05000189,Southall Broadway,Ealing,Labour,Outer,80.90,23.60,2.50,8.20,118.60,1.00,338.00,1.13,18.00,3.25,-2.50,8.10,155.60,27930.00
E05000190,Southall Green,Ealing,Labour,Outer,80.00,24.40,2.40,10.40,95.40,0.80,341.00,1.11,20.00,3.04,0.60,8.10,129.50,27150.00
